url,target,description
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/007/SRR8670207/SRR8670207.fastq.gz,data/rnaseq/raw/07-12-C7D29_S7_L002_R1_001.fastq.gz,forward reads for C7D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/006/SRR8670206/SRR8670206.fastq.gz,data/rnaseq/raw/07-12-C7D29_S7_L003_R1_001.fastq.gz,forward reads for C7D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/005/SRR8670205/SRR8670205.fastq.gz,data/rnaseq/raw/07-12-C7D29_S7_L004_R1_001.fastq.gz,forward reads for C7D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/002/SRR8670212/SRR8670212.fastq.gz,data/rnaseq/raw/08-17-B1D29_S8_L001_R1_001.fastq.gz,forward reads for B1D29_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/001/SRR8670211/SRR8670211.fastq.gz,data/rnaseq/raw/08-17-B1D29_S8_L002_R1_001.fastq.gz,forward reads for B1D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/009/SRR8670199/SRR8670199.fastq.gz,data/rnaseq/raw/08-17-B1D29_S8_L003_R1_001.fastq.gz,forward reads for B1D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/005/SRR8670215/SRR8670215.fastq.gz,data/rnaseq/raw/08-17-B1D29_S8_L004_R1_001.fastq.gz,forward reads for B1D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/009/SRR8670209/SRR8670209.fastq.gz,data/rnaseq/raw/09-22-A5D20_S9_L001_R1_001.fastq.gz,forward reads for A5D20_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/004/SRR8670184/SRR8670184.fastq.gz,data/rnaseq/raw/09-22-A5D20_S9_L002_R1_001.fastq.gz,forward reads for A5D20_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/003/SRR8670193/SRR8670193.fastq.gz,data/rnaseq/raw/09-22-A5D20_S9_L003_R1_001.fastq.gz,forward reads for A5D20_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/006/SRR8670196/SRR8670196.fastq.gz,data/rnaseq/raw/09-22-A5D20_S9_L004_R1_001.fastq.gz,forward reads for A5D20_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/007/SRR8670197/SRR8670197.fastq.gz,data/rnaseq/raw/10-11-C6D29_S10_L001_R1_001.fastq.gz,forward reads for C6D29_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/008/SRR8670198/SRR8670198.fastq.gz,data/rnaseq/raw/10-11-C6D29_S10_L002_R1_001.fastq.gz,forward reads for C6D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/005/SRR8670165/SRR8670165.fastq.gz,data/rnaseq/raw/10-11-C6D29_S10_L003_R1_001.fastq.gz,forward reads for C6D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/006/SRR8670166/SRR8670166.fastq.gz,data/rnaseq/raw/10-11-C6D29_S10_L004_R1_001.fastq.gz,forward reads for C6D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/003/SRR8670183/SRR8670183.fastq.gz,data/rnaseq/raw/11-15-C1D25_S11_L001_R1_001.fastq.gz,forward reads for C1D25_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/000/SRR8670230/SRR8670230.fastq.gz,data/rnaseq/raw/11-15-C1D25_S11_L002_R1_001.fastq.gz,forward reads for C1D25_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/001/SRR8670191/SRR8670191.fastq.gz,data/rnaseq/raw/11-15-C1D25_S11_L003_R1_001.fastq.gz,forward reads for C1D25_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/004/SRR8670194/SRR8670194.fastq.gz,data/rnaseq/raw/11-15-C1D25_S11_L004_R1_001.fastq.gz,forward reads for C1D25_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/008/SRR8670188/SRR8670188.fastq.gz,data/rnaseq/raw/12-19-D1D29_S12_L001_R1_001.fastq.gz,forward reads for D1D29_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/009/SRR8670219/SRR8670219.fastq.gz,data/rnaseq/raw/12-19-D1D29_S12_L002_R1_001.fastq.gz,forward reads for D1D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/009/SRR8670229/SRR8670229.fastq.gz,data/rnaseq/raw/12-19-D1D29_S12_L003_R1_001.fastq.gz,forward reads for D1D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/008/SRR8670228/SRR8670228.fastq.gz,data/rnaseq/raw/12-19-D1D29_S12_L004_R1_001.fastq.gz,forward reads for D1D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/004/SRR8670214/SRR8670214.fastq.gz,data/rnaseq/raw/13-10-A5D29_S13_L001_R1_001.fastq.gz,forward reads for A5D29_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/003/SRR8670213/SRR8670213.fastq.gz,data/rnaseq/raw/13-10-A5D29_S13_L002_R1_001.fastq.gz,forward reads for A5D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/001/SRR8670181/SRR8670181.fastq.gz,data/rnaseq/raw/13-10-A5D29_S13_L003_R1_001.fastq.gz,forward reads for A5D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/002/SRR8670182/SRR8670182.fastq.gz,data/rnaseq/raw/13-10-A5D29_S13_L004_R1_001.fastq.gz,forward reads for A5D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/009/SRR8670179/SRR8670179.fastq.gz,data/rnaseq/raw/14-18-B2D29_S14_L001_R1_001.fastq.gz,forward reads for B2D29_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/000/SRR8670180/SRR8670180.fastq.gz,data/rnaseq/raw/14-18-B2D29_S14_L002_R1_001.fastq.gz,forward reads for B2D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/007/SRR8670177/SRR8670177.fastq.gz,data/rnaseq/raw/14-18-B2D29_S14_L003_R1_001.fastq.gz,forward reads for B2D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/008/SRR8670178/SRR8670178.fastq.gz,data/rnaseq/raw/14-18-B2D29_S14_L004_R1_001.fastq.gz,forward reads for B2D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/005/SRR8670175/SRR8670175.fastq.gz,data/rnaseq/raw/15-20-D2D29_S15_L001_R1_001.fastq.gz,forward reads for D2D29_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/006/SRR8670176/SRR8670176.fastq.gz,data/rnaseq/raw/15-20-D2D29_S15_L002_R1_001.fastq.gz,forward reads for D2D29_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/006/SRR8670186/SRR8670186.fastq.gz,data/rnaseq/raw/15-20-D2D29_S15_L003_R1_001.fastq.gz,forward reads for D2D29_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/007/SRR8670187/SRR8670187.fastq.gz,data/rnaseq/raw/15-20-D2D29_S15_L004_R1_001.fastq.gz,forward reads for D2D29_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/006/SRR8670216/SRR8670216.fastq.gz,data/rnaseq/raw/16-14-A7D25_S16_L001_R1_001.fastq.gz,forward reads for A7D25_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/005/SRR8670195/SRR8670195.fastq.gz,data/rnaseq/raw/16-14-A7D25_S16_L002_R1_001.fastq.gz,forward reads for A7D25_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/002/SRR8670192/SRR8670192.fastq.gz,data/rnaseq/raw/16-14-A7D25_S16_L003_R1_001.fastq.gz,forward reads for A7D25_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/000/SRR8670190/SRR8670190.fastq.gz,data/rnaseq/raw/16-14-A7D25_S16_L004_R1_001.fastq.gz,forward reads for A7D25_L4
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/009/SRR8670189/SRR8670189.fastq.gz,data/rnaseq/raw/17-26-A7D20_S17_L001_R1_001.fastq.gz,forward reads for A7D20_L1
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/005/SRR8670185/SRR8670185.fastq.gz,data/rnaseq/raw/17-26-A7D20_S17_L002_R1_001.fastq.gz,forward reads for A7D20_L2
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/000/SRR8670210/SRR8670210.fastq.gz,data/rnaseq/raw/17-26-A7D20_S17_L003_R1_001.fastq.gz,forward reads for A7D20_L3
ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR867/000/SRR8670200/SRR8670200.fastq.gz,data/rnaseq/raw/17-26-A7D20_S17_L004_R1_001.fastq.gz,forward reads for A7D20_L4
